-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
          triton_poi_fused_gelu_marlin_gemm_mul_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us       2.939ms         2.87%       2.939ms      34.982us            84  
## Call CompiledFxGraph f6own4ekw67vok6qxjpzt5xtmq3x...         0.00%       0.000us         0.00%       0.000us       0.000us       2.238ms         2.19%       2.238ms       1.119ms             2  
## Call CompiledFxGraph fooeb243uqw3rejw3tozphg4iwmp...         0.00%       0.000us         0.00%       0.000us       0.000us       1.083ms         1.06%       1.083ms     541.616us             2  
        triton_red_fused_add_marlin_gemm_mul_rms_norm_4         0.77%       1.266ms         1.13%       1.847ms      22.523us     972.926us         0.95%     972.926us      11.865us            82  
        triton_red_fused_add_marlin_gemm_mul_rms_norm_4         0.00%       0.000us         0.00%       0.000us       0.000us     972.926us         0.95%     972.926us      11.865us            82  
## Call CompiledFxGraph fnma7rf33asb4cbsf6n5rtjdqy4y...         0.00%       0.000us         0.00%       0.000us       0.000us     925.984us         0.90%     925.984us     231.496us             4  
            triton_red_fused_add_marlin_gemm_rms_norm_0         0.96%       1.566ms         1.39%       2.275ms      27.086us     817.437us         0.80%     817.437us       9.731us            84  
            triton_red_fused_add_marlin_gemm_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us     817.437us         0.80%     817.437us       9.731us            84  
                        triton_red_fused_add_rms_norm_2         0.82%       1.336ms         1.22%       2.001ms      23.818us     705.697us         0.69%     705.697us       8.401us            84  
                        triton_red_fused_add_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us     705.697us         0.69%     705.697us       8.401us            84  
## Call CompiledFxGraph fkbbv2vgk3zpr6n76rnwkbbeohou...         0.00%       0.000us         0.00%       0.000us       0.000us     572.928us         0.56%     572.928us     286.464us             2  
## Call CompiledFxGraph fyloyru3igblptrexx4euvooy73z...         0.00%       0.000us         0.00%       0.000us       0.000us     465.344us         0.45%     465.344us     232.672us             2  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     434.303us         0.42%     434.303us       6.894us            63  
                                     triton_poi_fused_6         0.56%     919.564us         0.80%       1.315ms      28.592us     243.422us         0.24%     243.422us       5.292us            46  
                                     triton_poi_fused_6         0.00%       0.000us         0.00%       0.000us       0.000us     243.422us         0.24%     243.422us       5.292us            46  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     241.407us         0.24%     241.407us       4.828us            50  
                                            aten::copy_         0.68%       1.115ms         4.35%       7.114ms      53.890us     237.852us         0.23%     237.852us       1.802us           132  
ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64...         0.00%       0.000us         0.00%       0.000us       0.000us     221.506us         0.22%     221.506us       9.229us            24  
                          vllm::unified_kv_cache_update         3.45%       5.633ms         4.57%       7.477ms     155.775us     220.257us         0.22%     220.257us       4.589us            48  
                         reshape_and_cache_kernel_flash         0.00%       0.000us         0.00%       0.000us       0.000us     220.257us         0.22%     220.257us       4.589us            48  
      ampere_s16816gemm_bf16_64x128_ldg8_stages_32x6_tn         0.00%       0.000us         0.00%       0.000us       0.000us     211.551us         0.21%     211.551us       6.411us            33  
                triton_poi_fused_gelu_marlin_gemm_mul_3         0.60%     983.656us         0.98%       1.597ms      19.016us     182.629us         0.18%     182.629us       2.174us            84  
                triton_poi_fused_gelu_marlin_gemm_mul_3         0.00%       0.000us         0.00%       0.000us       0.000us     182.629us         0.18%     182.629us       2.174us            84  
                                     triton_per_fused_5         0.39%     644.810us         0.62%       1.020ms      22.168us     175.106us         0.17%     175.106us       3.807us            46  
                                     triton_per_fused_5         0.00%       0.000us         0.00%       0.000us       0.000us     175.106us         0.17%     175.106us       3.807us            46  
void at::native::sbtopk::gatherTopK<c10::BFloat16, u...         0.00%       0.000us         0.00%       0.000us       0.000us     170.816us         0.17%     170.816us      14.235us            12  
triton_poi_fused_add_index_select_mul_rms_norm_split...         0.35%     566.155us         0.51%     830.569us      23.071us     163.520us         0.16%     163.520us       4.542us            36  
triton_poi_fused_add_index_select_mul_rms_norm_split...         0.00%       0.000us         0.00%       0.000us       0.000us     163.520us         0.16%     163.520us       4.542us            36  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     156.544us         0.15%     156.544us       5.218us            30  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     147.358us         0.14%     147.358us       2.377us            62  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     142.688us         0.14%     142.688us       5.096us            28  
ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     123.553us         0.12%     123.553us      24.711us             5  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     122.015us         0.12%     122.015us      24.403us             5  
      triton_per_fused_rms_norm_split_with_sizes_view_5         0.25%     413.450us         0.41%     676.091us      18.780us     119.458us         0.12%     119.458us       3.318us            36  
      triton_per_fused_rms_norm_split_with_sizes_view_5         0.00%       0.000us         0.00%       0.000us       0.000us     119.458us         0.12%     119.458us       3.318us            36  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     117.884us         0.12%     117.884us       1.759us            67  
                                        reduce_segments         0.00%       0.000us         0.00%       0.000us       0.000us     113.376us         0.11%     113.376us       2.834us            40  
## Call CompiledFxGraph fav27r5oexjkn2xjbik2hvm6x5wv...         0.00%       0.000us         0.00%       0.000us       0.000us     109.536us         0.11%     109.536us      54.768us             2  
                      triton_poi_fused_gelu_mul_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us     102.848us         0.10%     102.848us       2.143us            48  
                    triton_per_fused_add_mul_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us      90.310us         0.09%      90.310us       1.881us            48  
                        triton_per_fused_add_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us      85.919us         0.08%      85.919us       1.790us            48  
               triton_per_fused_add_mul_rms_norm_view_3         0.02%      34.251us         0.03%      52.472us      26.236us      73.536us         0.07%      73.536us      36.768us             2  
               triton_per_fused_add_mul_rms_norm_view_3         0.00%       0.000us         0.00%       0.000us       0.000us      73.536us         0.07%      73.536us      36.768us             2  
triton_poi_fused_add_index_select_mul_rms_norm_split...         0.00%       0.000us         0.00%       0.000us       0.000us      71.103us         0.07%      71.103us       1.975us            36  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us      68.543us         0.07%      68.543us       5.712us            12  
                                              aten::mul         0.06%     101.844us         0.11%     173.889us      28.981us      64.352us         0.06%      64.352us      10.725us             6  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      63.678us         0.06%      63.678us       5.306us            12  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      61.666us         0.06%      61.666us       1.869us            33  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us      61.569us         0.06%      61.569us       5.131us            12  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      60.896us         0.06%      60.896us      15.224us             4  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      58.524us         0.06%      58.524us       4.877us            12  
                       triton_per_fused_rms_norm_view_3         0.00%       0.000us         0.00%       0.000us       0.000us      55.390us         0.05%      55.390us       1.539us            36  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us      49.472us         0.05%      49.472us      24.736us             2  
                      triton_poi_fused_gelu_mul_slice_1         0.06%      98.034us         0.10%     159.198us      19.900us      46.815us         0.05%      46.815us       5.852us             8  
                                           aten::gather         0.06%      93.115us         0.08%     134.906us      33.727us      42.112us         0.04%      42.112us      10.528us             4  
                                            aten::index         0.24%     395.558us         0.57%     930.440us      93.044us      38.914us         0.04%      54.754us       5.475us            10  
          triton_poi_fused__to_copy_cat_embedding_mul_0         0.00%       0.000us         0.00%       0.000us       0.000us      34.978us         0.03%      34.978us       2.915us            12  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      34.880us         0.03%      34.880us       2.180us            16  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      33.184us         0.03%      33.184us       2.765us            12  
                    triton_red_fused_add_mul_rms_norm_4         0.02%      35.572us         0.03%      51.402us      25.701us      31.072us         0.03%      31.072us      15.536us             2  
                    triton_red_fused_add_mul_rms_norm_4         0.00%       0.000us         0.00%       0.000us       0.000us      31.072us         0.03%      31.072us      15.536us             2  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us      29.312us         0.03%      29.312us       9.771us             3  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      24.833us         0.02%      24.833us       4.139us             6  
triton_poi_fused_add_index_select_mul_rms_norm_split...         0.00%       0.000us         0.00%       0.000us       0.000us      23.231us         0.02%      23.231us       1.936us            12  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      23.166us         0.02%      23.166us       1.930us            12  
                    triton_per_fused_add_mul_rms_norm_2         0.10%     159.010us         0.14%     222.011us      27.751us      22.657us         0.02%      22.657us       2.832us             8  
                                           aten::argmax         0.05%      82.634us         0.09%     145.247us      72.623us      19.840us         0.02%      19.840us       9.920us             2  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us      19.744us         0.02%      19.744us       1.645us            12  
                        triton_per_fused_add_rms_norm_0         0.09%     150.416us         0.13%     219.370us      27.421us      19.008us         0.02%      19.008us       2.376us             8  
                       triton_per_fused_rms_norm_view_2         0.00%       0.000us         0.00%       0.000us       0.000us      18.529us         0.02%      18.529us       1.544us            12  
                            triton_per_fused_rms_norm_1         0.00%       0.000us         0.00%       0.000us       0.000us      18.145us         0.02%      18.145us       1.512us            12  
triton_poi_fused_add_index_select_mul_rms_norm_split...         0.06%      94.762us         0.09%     144.326us      24.054us      17.857us         0.02%      17.857us       2.976us             6  
          triton_poi_fused__to_copy_cat_embedding_mul_0         0.02%      40.220us         0.04%      65.542us      32.771us      17.824us         0.02%      17.824us       8.912us             2  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      17.791us         0.02%      17.791us       0.593us            30  
ampere_bf16_s16816gemm_bf16_64x128_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      17.408us         0.02%      17.408us      17.408us             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      17.248us         0.02%      17.248us       8.624us             2  
                       triton_per_fused_rms_norm_view_3         0.04%      71.343us         0.07%     117.113us      19.519us      11.776us         0.01%      11.776us       1.963us             6  
                triton_red_fused_marlin_gemm_rms_norm_0         0.04%      64.394us         0.06%      92.764us      46.382us       9.056us         0.01%       9.056us       4.528us             2  
                triton_red_fused_marlin_gemm_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us       9.056us         0.01%       9.056us       4.528us             2  
                                     triton_poi_fused_2         0.03%      47.582us         0.04%      65.412us      32.706us       8.256us         0.01%       8.256us       4.128us             2  
                                     triton_poi_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us       8.256us         0.01%       8.256us       4.128us             2  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       8.032us         0.01%       8.032us       4.016us             2  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       7.456us         0.01%       7.456us       3.728us             2  
                                            aten::where         0.05%      83.432us         0.10%     163.468us      40.867us       6.976us         0.01%       6.976us       1.744us             4  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 163.438ms
Self CUDA time total: 102.361ms

