2026/06/16 07:43:19.410, 1710, 6251, 32, 85.39, 0
2026/06/16 07:43:19.663, 1710, 6251, 31, 67.40, 0
2026/06/16 07:43:19.913, 1710, 6251, 31, 67.40, 0
2026/06/16 07:43:20.163, 1710, 6251, 31, 67.40, 0
2026/06/16 07:43:20.413, 1710, 6251, 31, 67.40, 0
2026/06/16 07:43:20.664, 1710, 6251, 31, 57.35, 0
2026/06/16 07:43:20.914, 1710, 6251, 31, 57.35, 0
2026/06/16 07:43:21.164, 1710, 6251, 31, 57.35, 0
2026/06/16 07:43:21.414, 1710, 6251, 31, 57.35, 0
2026/06/16 07:43:21.664, 1710, 6251, 31, 57.28, 0
2026/06/16 07:43:21.914, 1710, 6251, 31, 57.28, 0
2026/06/16 07:43:22.164, 1710, 6251, 31, 57.28, 0
2026/06/16 07:43:22.414, 1710, 6251, 31, 57.28, 0
2026/06/16 07:43:22.664, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:22.914, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:23.165, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:23.415, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:23.665, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:23.915, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:24.165, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:24.415, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:24.665, 1710, 6251, 31, 57.23, 0
2026/06/16 07:43:24.915, 1710, 6251, 31, 57.23, 0
2026/06/16 07:43:25.165, 1710, 6251, 31, 57.23, 0
2026/06/16 07:43:25.416, 1710, 6251, 31, 57.23, 0
2026/06/16 07:43:25.666, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:25.916, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:26.166, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:26.416, 1710, 6251, 31, 57.18, 0
2026/06/16 07:43:26.666, 1710, 6251, 31, 57.22, 0
2026/06/16 07:43:26.916, 1710, 6251, 31, 57.22, 0
2026/06/16 07:43:27.166, 1710, 6251, 33, 75.06, 97
2026/06/16 07:43:27.416, 1710, 6251, 34, 83.95, 100
2026/06/16 07:43:27.667, 1710, 6251, 35, 127.84, 100
2026/06/16 07:43:27.917, 1710, 6251, 35, 132.03, 100
2026/06/16 07:43:28.167, 1710, 6251, 36, 158.12, 100
2026/06/16 07:43:28.417, 1710, 6251, 36, 158.05, 100
2026/06/16 07:43:28.667, 1710, 6251, 36, 158.07, 100
2026/06/16 07:43:28.917, 1710, 6251, 36, 157.90, 100
2026/06/16 07:43:29.167, 1710, 6251, 36, 156.15, 100
2026/06/16 07:43:29.417, 1710, 6251, 36, 153.78, 94
2026/06/16 07:43:29.667, 1710, 6251, 37, 153.32, 100
2026/06/16 07:43:29.917, 1710, 6251, 37, 153.52, 100
2026/06/16 07:43:30.168, 1710, 6251, 37, 153.77, 97
2026/06/16 07:43:30.418, 1710, 6251, 37, 156.93, 100
2026/06/16 07:43:30.668, 1710, 6251, 37, 157.33, 100
2026/06/16 07:43:30.918, 1710, 6251, 37, 157.73, 100
2026/06/16 07:43:31.168, 1710, 6251, 37, 158.45, 100
2026/06/16 07:43:31.418, 1710, 6251, 38, 160.10, 97
2026/06/16 07:43:31.668, 1710, 6251, 38, 160.20, 100
2026/06/16 07:43:31.918, 1710, 6251, 38, 160.26, 100
2026/06/16 07:43:32.169, 1710, 6251, 38, 160.12, 100
2026/06/16 07:43:32.419, 1710, 6251, 38, 160.03, 100
2026/06/16 07:43:32.669, 1710, 6251, 38, 158.24, 100
2026/06/16 07:43:32.919, 1710, 6251, 38, 158.27, 100
2026/06/16 07:43:33.169, 1710, 6251, 38, 158.59, 100
2026/06/16 07:43:33.419, 1710, 6251, 38, 159.09, 100
2026/06/16 07:43:33.669, 1710, 6251, 38, 158.85, 100
2026/06/16 07:43:33.919, 1710, 6251, 39, 163.84, 100
2026/06/16 07:43:34.169, 1710, 6251, 38, 163.81, 100
2026/06/16 07:43:34.419, 1710, 6251, 38, 163.70, 100
2026/06/16 07:43:34.670, 1710, 6251, 38, 163.40, 100
2026/06/16 07:43:34.920, 1710, 6251, 39, 166.95, 100
2026/06/16 07:43:35.170, 1710, 6251, 39, 161.90, 100
2026/06/16 07:43:35.420, 1710, 6251, 39, 161.68, 100
2026/06/16 07:43:35.670, 1710, 6251, 39, 161.75, 100
2026/06/16 07:43:35.920, 1710, 6251, 39, 162.34, 100
2026/06/16 07:43:36.170, 1710, 6251, 39, 158.54, 94
2026/06/16 07:43:36.420, 1710, 6251, 39, 158.82, 100
2026/06/16 07:43:36.670, 1710, 6251, 39, 158.93, 100
2026/06/16 07:43:36.921, 1710, 6251, 39, 158.88, 100
2026/06/16 07:43:37.171, 1710, 6251, 39, 159.31, 100
2026/06/16 07:43:37.421, 1710, 6251, 39, 159.07, 100
2026/06/16 07:43:37.671, 1710, 6251, 39, 159.02, 100
2026/06/16 07:43:37.921, 1710, 6251, 39, 158.79, 100
2026/06/16 07:43:38.171, 1710, 6251, 39, 159.06, 100
2026/06/16 07:43:38.421, 1710, 6251, 39, 158.87, 100
2026/06/16 07:43:38.671, 1710, 6251, 40, 162.65, 97
2026/06/16 07:43:38.921, 1710, 6251, 40, 162.60, 100
2026/06/16 07:43:39.171, 1710, 6251, 40, 162.76, 100
2026/06/16 07:43:39.422, 1710, 6251, 40, 162.68, 100
2026/06/16 07:43:39.672, 1710, 6251, 40, 159.84, 100
2026/06/16 07:43:39.922, 1710, 6251, 40, 159.72, 100
2026/06/16 07:43:40.172, 1710, 6251, 40, 159.63, 100
2026/06/16 07:43:40.422, 1710, 6251, 40, 160.94, 100
2026/06/16 07:43:40.672, 1710, 6251, 40, 160.55, 100
2026/06/16 07:43:40.922, 1710, 6251, 40, 161.05, 100
2026/06/16 07:43:41.172, 1710, 6251, 40, 161.35, 100
2026/06/16 07:43:41.422, 1710, 6251, 40, 160.17, 100
2026/06/16 07:43:41.673, 1710, 6251, 40, 160.20, 100
2026/06/16 07:43:41.923, 1710, 6251, 40, 160.21, 100
2026/06/16 07:43:42.173, 1710, 6251, 40, 160.09, 100
2026/06/16 07:43:42.423, 1710, 6251, 40, 159.82, 96
