2026/06/15 07:07:36.034, 1710, 6251, 36, 58.97, 0
2026/06/15 07:07:36.289, 1710, 6251, 36, 58.97, 0
2026/06/15 07:07:36.540, 1710, 6251, 36, 58.97, 0
2026/06/15 07:07:36.790, 1710, 6251, 36, 58.97, 0
2026/06/15 07:07:37.040, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:37.290, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:37.540, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:37.790, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:38.040, 1710, 6251, 36, 58.87, 0
2026/06/15 07:07:38.290, 1710, 6251, 36, 58.87, 0
2026/06/15 07:07:38.540, 1710, 6251, 36, 58.87, 0
2026/06/15 07:07:38.791, 1710, 6251, 36, 58.87, 0
2026/06/15 07:07:39.041, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:39.291, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:39.541, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:39.791, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:40.041, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:40.291, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:40.541, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:40.791, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:41.042, 1710, 6251, 36, 59.07, 0
2026/06/15 07:07:41.292, 1710, 6251, 36, 59.07, 0
2026/06/15 07:07:41.542, 1710, 6251, 36, 59.07, 0
2026/06/15 07:07:41.792, 1710, 6251, 36, 59.07, 0
2026/06/15 07:07:42.042, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:42.292, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:42.542, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:42.792, 1710, 6251, 36, 59.02, 0
2026/06/15 07:07:43.042, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:43.292, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:43.543, 1710, 6251, 36, 58.92, 0
2026/06/15 07:07:43.793, 1710, 6251, 36, 60.63, 17
2026/06/15 07:07:44.043, 1710, 6251, 38, 67.67, 43
2026/06/15 07:07:44.293, 1710, 6251, 39, 80.51, 100
2026/06/15 07:07:44.543, 1710, 6251, 40, 91.04, 100
2026/06/15 07:07:44.793, 1710, 6251, 41, 127.29, 100
2026/06/15 07:07:45.043, 1710, 6251, 42, 142.86, 100
2026/06/15 07:07:45.293, 1710, 6251, 42, 162.05, 100
2026/06/15 07:07:45.544, 1710, 6251, 42, 162.45, 100
2026/06/15 07:07:45.794, 1710, 6251, 42, 162.83, 100
2026/06/15 07:07:46.044, 1710, 6251, 42, 163.00, 100
2026/06/15 07:07:46.294, 1710, 6251, 43, 160.23, 100
2026/06/15 07:07:46.544, 1710, 6251, 43, 160.32, 100
2026/06/15 07:07:46.794, 1710, 6251, 43, 160.52, 100
2026/06/15 07:07:47.044, 1710, 6251, 43, 158.40, 96
